tweet,label
505,#little_dictator #putin while you are trying to make 5 billion people hate all #russia people by your stupid war and murders and rapes there are people that create hope for peace. Stick this in your ass!!!!! https://t.co/twHWGngxeT. #ukrain. Stop war
506,@visegrad24 After the Ukrain occupation war there won't be a future into the civil society on this earth for Russia and it's citizens. Putin have to stay and sitdown on his supplies of oil and gas. Russia will be ignored totally
507,"@Utopia1982 @Rudders60 @BorisJohnson @trussliz @ZelenskyyUa EU's contribution tothe defense of Ukrain...$1 Billion, EU's contribution to Putin's war chest, $37 Billion, and they still haven't stopped selling the Russians Arms, Equipment and spares. They are financing Puti's Equipment losses, faster than the rest of us can destroy them!"
508,"Russia, a key player in metal, energy & agriculture sectors, has built a sanction-proof economy before Ukrain War. Can EU sanction Putin without badly wounding itself?
EU leaders only meant to fix a hole on the roof, but they are burning the whole house to the ground. https://t.co/iafIYTVoAX"
509,"@NaToSaphiX @virtuspro @GambitEsports Why suprised? Coz Gambit and VP actually told Putin to invade Ukrain, did you know that? That’s why they’re banned, 😢. World is getting so sad coz of some fucking hypocrites in EU and USA, war in Palistain, nope they’re out of politics, war in Ukrain, we should ban all of them"
510,"If you think Hungary is on Putin side just unfollow me rn! 

We arent on Putin side but we also dont want to help Ukrain. If you just Google a bit you find how manny bad thing Ukrain did to Hungary!!
We help the civilians but we will not help the war with weapons and such things!"
511,"@tweetyB98517943 @sajithpremadasa @GotabayaR I hope you are onto something more than anything I like all of the common folk in Sri Lanka want our money back, however it has not happen in the past with any country. Putin’s money was only froze recently after Ukrain war"
512,"Destroy everything, everywhere that is russian. Confiscate everything around the world that is russian and send it to Ukrain to rebuild that great country. Give the WAR CRIMINAL PUTIN THE SAME FATE AS SADDAM HUSSEIN GOT https://t.co/emAWM5u0oz"
513,"Destroy everything, everywhere that is russian. Confiscate everything around the world that is russian and send it to Ukrain to rebuild that great country. Give the WAR CRIMINAL PUTIN THE SAME FATE AS SADDAM HUSSEIN GOT https://t.co/htbVJ2dSck"
514,"Destroy everything, everywhere that is russian. Confiscate everything around the world that is russian and send it to Ukrain to rebuild that great country. Give the WAR CRIMINAL PUTIN THE SAME FATE AS SADDAM HUSSEIN GOT https://t.co/leZG3Wjncs"
515,"Destroy everything, everywhere that is russian. Confiscate everything around the world that is russian and send it to Ukrain to rebuild that great country. Give the WAR CRIMINAL PUTIN THE SAME FATE AS SADDAM HUSSEIN GOT https://t.co/hgEbRe6ahU"
516,"Destroy everything, everywhere that is russian. Confiscate everything around the world that is russian and send it to Ukrain to rebuild that great country. Give the WAR CRIMINAL PUTIN THE SAME FATE AS SADDAM HUSSEIN GOT https://t.co/YZeJC9zaHs"
517,"Destroy everything, everywhere that is russian. Confiscate everything around the world that is russian and send it to Ukrain to rebuild that great country. Give the WAR CRIMINAL PUTIN THE SAME FATE AS SADDAM HUSSEIN GOT https://t.co/iJwpokLA5p"
518,Russia-Ukraine War LIVE Updates: Putin Appoints New Commander For Ukrain... https://t.co/e3Gcx833bF via @YouTube
519,"Vladimir's invasion of Ukrain isn't going as smoothly as he hoped. Unfortunately, for Putin, a war isn't as easily rigged as a Russian presidential election."
520,"Not only would I believe my own children over Putin, I would be sitting in a jail taking beatings for protesting the war. And if they let me out, I would protest again. The Russian People Are In A Media Bubble-Anderson Cooper On The Ukrain... https://t.co/H27zJfwuMB via @YouTube"
521,"@zerohedge And still Russia is the one started the war right? Fuck it all... They started this from the beginning by pushing the corrupt Ukrain into the war with their neighbour... Years ago, this time Putin just wanted to show that barking dogs can bite..."
522,"@AJ1904__ @AndreCVentura Peace time differs war time 

What I have seen is LePen speech against Putin, since he started the war against ukrain"
523,"@reallyrolly @rationallity @FoxNews Ok I shall go into this.
You do know that, but lets pretend we are all naive.
He was deliberately provocing Putin by torturing Russian minority at the east of Ukrain, with courtesy of CIA - MI6.
Putin sayed ""enough is enough"".
So now UK - US axis has its proxi war against Russia"
524,.⁦@CNN⁩ Russian priest speaks out against war in Ukraine despite threats #Putin #ukrain https://t.co/kZNLjBeiHg
525,"https://t.co/jyECmL7cZ0
Russia Ukrain War live Updates/ Day 43 
of Putin's Invasion/War News 
Because they rebelled against God's commands
and despised the counsel or the Most High.
He broke their spirits with hard labor:
they stumbled and there was no one to help.
Ps 107:11-12"
526,"@MSNBC @AriMelber Did Putin expect Ukrain to sit back and not defend their country.  Good on the Uktraine for what they have achieved to protect themselves.

Putin can go one step further and stop the stupid, and totally unnecessary, war immediately."
527,"@uyasj @mileset @woye1 So, a weak and incompetent superpower after 5 weeks of war still can not defeat small Ukraine, Ukraine killed 5 Putin generals, destroyed thousands of Russian military hardware and Ukrain is still standing and fighting. Is this not even embarrassing for Putin?"
528,@lmsvent @amyklobuchar First of all there are Nazi’s in Ukrain and that’s what Putin is removing!  But I’m assuming you have no kids in the military so your sacrifice would be nothing really but yet you petition sending someone else’s kids to war!  Weak!
529,Putin Manipulates Russians' Memory Of World War II To Shape False Ukrain... https://t.co/NkhmHDu7H8 via @YouTube
530,@45mogaber If Putin couldn t finish this war as soon as possible... he will fall in Ukrain.
531,"Even if putin succeeds in taking over ukrain, his victory wont be long lived, he has committed multiple war crimes at this point and probably enough to be executed if found guilty
#PrayingForUkraine 
#fuckputin"
532,"@Phichaman @IngridaSimonyte Do you know what Great Ukrainians did in 1938 in Galicia or to Moldova and Bessarabia Bulgarians before the war ?They killed 30000 women and kids in '38-raped them, tortured them(mutilating them)&were explaining how they will create clean Ukrain.They are not different from Putin."
533,Putin Manipulates Russians' Memory Of World War II To Shape False Ukrain... https://t.co/Iw6a3ZGYv4 via @YouTube
534,@Prof_Umbongo These loonies with 🇪🇺 flying then supporting Ukrain. The EU are giving billions to Putin and funding his war !!
535,I have already expressed that Putin should immediately strike atom bomb on ukrain for stopping all kinds of assistance from NATO countries. No mercy now is left over. End the war soon by dropping atom bomb in kyiv. Doing so Putin need to teach a lesson.
536,"Russia, under tiran Putin, is a terrorist state with attacks on population of Ukraïn. They lie and will be the losers of this war and Russia will lose unity."
537,"@kidrangeree @IAPonomarenko ACTUALLY:
- It is SAID that no one can directly help Ukrain without starting a nuclear war.
WHO SAID THAT?
No one, Putin suggested it to scare people.
AND THEN?
- People started misquoting Putin just the way he wanted them to do that.
WTF?
- Yes they turned into bots wtht knowing"
538,"why? did the corrupt GOP party all leave the peoples senate in shame, if that is possible?   for the confirm of scotus Jackson/. WHY? do they call Mconnell,  Moscow mitch?  in senate/.is it because he supports Putin from Russia/. a war criminal doing murder in Ukrain ?. treason/."
539,"@SivStor @Frances03335741 @LaStampa Its not the main issue, an important one tho. Its used by putin as main one because its easy usable as war propaganda. Ofc nobody would invade ukrain only for that reason."
540,"A look at Ukraine and possible outcomes:

Paul Whelan: beginning of the end for Putin https://t.co/9jmB8Tru5A…

Ukraine: Putin's war of unintended consequences https://t.co/9jmB8Tru5A…"
541,"@Azam50494798 @umasudhir Zelinsky is a law graduate, more qualified than your Russkie. You overestimate Russia. Weren’t they defeated by Afghans. Ukrainian majority wanted to be in NATO and EU not him. Haven’t mighty Russian butchers hit bloody nose in Ukrain? Putin miscalculated. He is a war criminal."
542,@YouWillLearn3 @theprospered @BatiBatForever Ok without the politics 1. Unprovoked invasion that began under false pretenses 2. Russia has a much bigger military 3. Signs of war crimes 4. Even the Russians at home questioning Putin 5. No other country may help Ukrain due to threat of nuclear war from Putin.
543,"@mfa_russia you don't love freedom. you are really poor ppl, you do not know what you miss. freedome is freedom. you live in a cage. putin started the war not ukrain. So,  shame on russia! we know there are a lot of good russian that fight for freedom and democracy, they go to jail!!!"
544,"If Ukrain destroy Russian's aircraft carriers, it will be a mayor blow to Putin and his war. Also many airplanes to sink with. With still growing sanctions Russian navy plus airforce can never be restored. No more Russians in space without resources, chips and semi-conductors."
545,@Abrashke @Ostrov_A @aliimortada @Twitter @elonmusk By this so tell ukrain let russia take over the ukrain and don't do anything And now you gonna say (russian-ukrain) and (Palestine-israel) conditions are different yes because there are so many russians who oppose putin for war but in israel people support their govt for war
546,"@ClareDalyMEP EU and US used Ukrain as sacrificial lamb for their political games.
Putin ask US president Joe Biden to sign an agreement that EU won't come to close to Russia but joe said no.
Joe could've signed and finished the war‼‼"
547,@CNN This is war. Nothing makes sense. Do you think Putin cares about this? This isn't just about protecting Ukrain people from war.
548,"@AJEnglish “all or nothing gamble.” is on the Free World, arm Ukrain e to win the War now or face a long war that will drag the Free World into feeling the pains of Putin's world."
549,@RepMTG @repmtg supports the war in Ukrain and Putin
550,Putin wants to take Ukrain to monopolize his control over gas and oil reserves.  The civil war that Putin started in the east drove oil companies to leave ukrain. Putin took Cremeia for the offshore oil reserves. Research it.
551,@CalltoActivism Give Ukrain medium range missiles! Let them Bomb Moscow's Kremlin into dust! That would bring the war to Russia and her people would rise to demand an end to Putin and his personal war of hate.https://t.co/0UGptt4kr1
552,@guy_ste @FZirm @OlgaNYC1211 Give Ukrain medium range missiles! Let them Bomb Moscow's Kremlin into dust! That would bring the war to Russia and her people would rise to demand an end to Putin and his personal war of hate.
553,"OK we have seen what Ukrain's brave fighters have done to the Russians, how about UN/NATO put some troops on the ground and finish it all off. the we can charge Putin with war crimes and shoot the bastard."
554,@A__Alimov @RussianEmbassy Russia is lying about everything in this war. Nothing has changed since the cold war. Russia is a warmonger nation invading the Ukrain you will suffer more than you gain. The whole world is against you. Putin is going to end hanging from a lampposts.
555,How War in Ukrain Is Disrupting Supply Chains| Supply Chains Problem Wel... https://t.co/sURVMarUm8 via @YouTube #EU #RussiaUkraineConflict #Putin #RussiaUkraineWar #UkraineRussianWar #UkraineWar #UkraineUnderAttack #UkraineRussiaWar #Ukraine #Zelenskyy #UNGA
556,@GaryTidoStark @rejindra @ChristopherJM @olgatokariuk Will this is a war of annihilation putin has said that ukrain doesn't have a right to exist.  This was isn't really to do with NATO its pure empire building. To destroy their national identity.
557,"HA BET ON PUTIN TO END A WAR IN UKRAIN IS 
LIBERATED UKRAIN OUTA OFFLINE MACRO OIL ECONOMY IN TO IS A SUSTAINABLE ALSO CHILDS CHILDREN ONLINE MICRO ECONOMY DAILY TO BET ON BWIN DIEM 100 HA BEUK PUTIN NO LONGER WAR IN UKRAIN THAN IS A LIVING ONLINE KIEV TOWARDS LENINGRAD INTERNET"
558,@SamRamani2 Send nukes to Ukrain then Hijo de Putin will stop the War.
559,"@TF1Info @EmmanuelMacron Second thing is that everyone in UE knows, but not Duda and Morawiecki that Ukrain is on the surface thanks to weapon from abroad. Everyone knows that sooner or later they will loos. They can win in one case NATO will declare war to Putin but we know that it would never happen."
560,It’s unbelievable that there is still so many Conservatives/Republicans/ tRump supporters who are pro Putin in this war with #Ukrain. How do they sleep at night?
561,"russia ahs brought very new  fenomenon and war style in ukrain, i dont know i will loughh or cry for thsi putin,s  faul..... https://t.co/DXJYepLP2n"
562,"@ONCE_Fritz @whipped4txt Well. It's a really complicated story since 2014. There was war in Donbass,where killed innocent citizens every day. And I'm not the one who can say 'ukrain/russia was wrong',I'm kazakh.Putin's supporters always says:where have you been these 8 years when russians was killed?"
563,@KyivIndependent The UN should call Putin's bluff and tell him that unless he pulls back to pre Ukrainian invasion positions they will come to help Ukrain repell him.  I'm sure he doesn't want a Third World War.
564,Putin Manipulates Russians' Memory Of World War II To Shape False Ukrain... https://t.co/a8z39lVPmv via @YouTube
565,"@nfergus @GrahamTAllison Two reflections on this fyi: 
Paul Whelan: beginning of the end for Putin https://t.co/9jmB8T9SH0…

Ukraine: Putin's war of unintended consequences https://t.co/9jmB8T9SH0…"
566,"Russian troops discussed Bucha atrocities over radio, German intelligence agency claims https://t.co/Hdaqn79vB4 #FoxNews. Ukrain should take this war onto Russian land. Be as ruthless and unforgiving as Putin."
567,Putin Manipulates Russians' Memory Of World War II To Shape False Ukrain... https://t.co/HZcT4xOw77 via @YouTube  People get the leaders they deserve.
568,"@aajtak @gauravcsawant @chitraaum Why America is not directly  addressing the issue with Putin , being a world leader. Giving arms to Ukrain is only to prolong the war . At the moment war shoud be stopped by  a direct talk between Biden and Putin"
569,"#WW3 is still alow probability scenario, but not out of table completely..problem A- in war, both side belives they r right..B- since start of #Ukrain war, #NATO & US underestimates putin..during #crimea war i wrote- #Obama is a lawyer, putin is a spy..#lawyer argues, spy #kills!"
570,Russia committed war crime in Buchha. Muslim chechan & Russian army both are responsible. Putin is commie & chechans are muslim & both believe in violence. Ukrain was never a danger for Russia .it's a lamb excuse of Putin. Russian must not support Putin now. He is a murderer.
571,"@cooperjosh87 @AliVelshi History has taught us there will be no end, lets say by some miracle, all ukrain civs get out, ukraine surrenders and there people displace in other countrys the war stops. Yet we already have seen that russia wants many other countrys, Putin wants what the USSR had. 1/2"
572,"@SamRamani2 i dont understand  it. Eu has given russia already 35 bn with oil & gas ,enough money to finance putins war and then evrybody refuse or afraind to gibve ukrain plnes &very essential thing sto fight a facist state. eo what difference it would makke if putin,s girls  sanctioned"
573,"God is fighting along side Ukrainians. China will see daily rise in covid-19 since they support Putin,Xi Jinping, must condemn Russia attack on Ukrain, Isolate Russia and God will heal Chinese people, if not God will fight for Ukraine, you will all DIE. STOP WAR, SAVE OUR KIDS."
574,"@piersmorgan I just cannot bear the news from Ukrain, those poor people.  Please politicians please stop this war, challenge Putin, take up arms. We said never again after WW2 but now we watch genocide? Why?"
575,No He is showing this country as weak. He did not follow up on the promise made to Ukrain in exchange for weapons. He says it would lead to world war three. How is three countries world war. He needs to put his pants on like a man and face Putin and tell him the truth. https://t.co/PhQNRpUORK
576,"I am sick of this fucking shit
Fuck the war
Fuck Putin 
Hope this shit ends soon

God bless Ukrain🇺🇦🇺🇦
#Ukraine #StopPutinNOW #UkraineWar"
577,"@mattletiss7 Matt nobody missed the point, only you. To put the war in Ukrain, yes a war, not a special op as Putin puts it, is a real own goal. Glad SFC want nothing more to do with you, yet pretend you chose to step away from the role lol. 1st Sky, now SFC, have a look in the mirror Matt."
578,"@cnni @BBCWorld @tagesschau @heutejournal @ZIBnews @BILD_News @welt @SPIEGELTV @zeitonline
UNDERSTANDING PUTIN on Ukraine War:
Gekannt und gesendet? In GERMAN
https://t.co/tnRgcL2KSF
Known and broadcasted? In ENGLISH
https://t.co/U7vy54ZYqP
#Putin #Ukrain"
579,"If this vert action was taken for Ukrain there would be so much of Genocide Devastion and Humanitarian Crisis...!

https://t.co/8BoKcHttNL"
580,"Read this interview on Eurasian goals, the Ukrain suffering in a 'proxy war' with Europe/NATO
“#Russia cannot afford to lose, so we need a kind of a victory”: Sergey Karaganov on what #Putin wants
 #RussianUkrainianWar #Putindoctrine
https://t.co/V4jSbTJ9dA"
581,"@NotWoofers By broadcasting this false info, they try to make Westerners think that ""Ukrain is winning so it doesn't really need more help, let's not send them more stuff so as not to make Putin escalate"".

This is war weaponized media by russian propaganda; You sow fear, doubt, division"
582,"The Ukraine war must be one of the most unforgivable in history.

Paul Whelan: beginning of the end for Putin https://t.co/9jmB8Tru5A…

Ukraine: Putin's war of unintended consequences https://t.co/9jmB8Tru5A…"
583,"China lacking enthusiasm for Putin's war?

Paul Whelan: beginning of the end for Putin https://t.co/9jmB8Tru5A…

Ukraine: Putin's war of unintended consequences https://t.co/9jmB8Tru5A…"
584,"@navalny Ukrain must WIN that  war....NO ukrainian territory  should be conquered  by Russia....Ukrain must be  and will be the  LAST mistake, the FINAL failure of Putin. #standwithukraine 🇺🇦"
585,"@POTUS 
@BorisJohnson 
@EmmanuelMacron 
If Putin is war criminal then what you are? Have your country not not spread COVID-19 with pfizer and wuhan lab? Have you not instigated NATO and ukrain? Have you not drop nuclear bomb on Hiroshima and Nagasaki? Killed Gaddafi and Saddam?"
586,"Ukraine - beginning and end?

Paul Whelan: beginning of the end for Putin https://t.co/9jmB8Tru5A…

Ukraine: Putin's war of unintended consequences https://t.co/9jmB8Tru5A…"
587,USA and NATO play the Ukrain inosent people s pls stop the war don't paly the inosent people's Mr Putin pls stop the war save the insosnt people s .i requesting u.
588,@Stevenbradleyb @KyivIndependent putin simply had not choice bcoz if USA's war in those countries was justified then Putin is also doing the right thing. You Know he simply wouldn't allow his neighbour country to become a nato memebr. Only if U.S had given assurity that Ukrain would never be a part of nato.
589,@MamaTealRose @Stevenbradleyb @KyivIndependent putin simply had not choice bcoz if USA's war in those countries was justified then Putin is also doing the right thing. You Know he simply wouldn't allow his neighbour country to become a nato memebr. Only if U.S had given assurity that Ukrain would never be a part of nato.
590,@ausmboomer @robcrilly putin simply had not choice bcoz if USA's war in those countries was justified then Putin is also doing the right thing. You Know he simply wouldn't allow his neighbour country to become a nato memebr. Only if U.S had given assurity that Ukrain would never be a part of nato.
591,@Shafiahmad_ @Dragonvibee @TrueStriver_X Orthodox christian Serbs. What a shame. And there are still some of them on Balkan who'd like to try that again for getting big Serbia. They are also supporting Putin and I'm afraid they will learn from him and his war in Ukrain. Watch out to avoid this
592,Shove your propaganda up her Arse Putin. Anyone who backs this up is a war criminal themselves. Satellite images show bodies in Bucha streets before Ukrain... https://t.co/lsoAg23yDx via @YouTube
593,"@1drcole They have no clue what is happening in Ukrain, Putin has disinfected the war for them .
They one day will get the facts , and all the photos & videos.
Then shame will hit like a ton of bricks"
594,Tucker Carlson continues to support Putin why?  Putin is a War criminal. Maybe Tucker should be a real man and go over to Ukrain and experience what is happening for himself and report back to us. He won't because he is all hot air and no action.
595,@ZeeNdlovu6 @EuromaidanPR Just because Russians got blown up doesn't mean they aren't committing war crimes. This video shows that Ukrain is defending itself. And doing a badass job at that. Anyone who thinks Putin and Russia are good guys needs to get their head examined by a doctor!
596,"@IAPonomarenko @olex_scherba I want Ukrain to win but I saw so many Russians in Brazil that don't want war...
The only way to win is by making people suffer, not just putin?
I know that what Russia made is wrong but so many Russians don't want war and also they have a Ukrainian family"
597,@KatlegoRamushu2 @MpheleMphele What is it that belong to them that they are fighting for in Ukrain? Putin is a war criminal
598,"@kiraincongress @AliVelshi How late is too late? 
Please! Enough of appeasement with Putin bloody regime of #Russian Stop war in #Ukrain and trial #Putin for 
#RussianWarCrimes against humanity
@NATO 
 @AntonioGuterres, @ISchinger @MunSecConf @FrankeBenedikt @VP @SecBlinken @eu_eeas @OlafScholz @aBaerbock"
599,"@ROBBIN_XO @CricCrazyJohns Dhoba has gone to ukraine to stop the war singlehandely like how he won 3 icc cups and 4 ipl trophies, experts say putin is already shivering seeing dhoba in ukrain side"
600,"@GeneralClark Yes fact is here : we are main enemy for Russia, and Putin say : we are main enemy for US, so war beetwin only Russia vs US, that is fact but Ukrain is just toolkit for both nations..And destroyed Ukrain and also Russiya too..Ukrain lost everthing and russiya lost Soldiers.😎"
601,"@_norberto_42 @ivojin96915781 @ShumeNjerez Are you really stupid? USA & NATO starts every war in last 50 years , and every time for small benefits for them they ruin many country's and killed thousands of people, and they dont give a dam. This too, they push Ukrain on Russia only for their(USA,NATO) problems with Putin..."
602,"@csrevolution0 @gray_jedi_ @DonnieHarpell @Nixonsdeadbody @TulsiGabbard This war trigger point is ukrain joining nato ,and please give the video proof where Putin said he want kill every ukrainain or identity ?? Because I havenot seen any video of such dialogue told by Putin ,Putin wanted demilllitarison of ukrain not eliminate identity of Ukrainian"
603,"@atrupar Idiot
You have the audacity to come on CNBC to lie about the oil production
You never blamed the industry for not pumping or putin's war on UKRAIN
DESPICABLE POLITICIAN
BIG LIAR!"
604,"If you keep saying this is fake to justify war, agree a ceasfire and lets speak to civilians. This is a sick game. plausable mercinaries, prisoners will kill human shields to rid evidence better yet justify more western guns. Ukrain wants  horror, Putin must play fair,to win https://t.co/XhPQ4jM132"
605,"@AaronIdstein @GurraKung @KyivIndependent I'm a German too. And Merkel is not responsible for a war started by Putin! 
And why doesn‘t stop Ukrain transmiting gas and oil? Earns billions on gas transit."
606,"@hexenbeest @Mariana_Betsa We, European & US should hack TV & radios in Russia to be able informing russian population about truth of war crimes in Ukrain.
Putin should burn in hell for eternity"
607,@HillaryClinton No. We can not use economics for war. It's ethic. Please respect Putin. He had managed Russia much better then Zelenskyj Ukrain & Von der Leyen Germany. The war was induced by conspiracy : why had Von der Leyen refused my offer to stop the conflict ahead of the real escalation ?
608,"@Reuters Mr. Biden, you are a coward. Librandus can only give lecture. You are not fit to be president of USA. Until & unless you don't declare ukrain a no fly zone this war will not stop enough destruction has been done by butcher Putin."
609,@AbbyGre60599897 @DianeCl95117395 @LukaBoyy @joncoopertweets Trump could afford to build wherever he wanted to Even in Dubai.But Putin wanted to much money for his building rights that is why he never built one there. In the 4 years he was POTUS Russia was quiet but look at them now with Biden funding the war in Ukrain by importing oil.
610,Why is there no mention of the genocide happening in Ukrain on Facebook? There’s also no mention on Fox’s news feed? WTF!! Who would have ever thought we should put sanctions on American Media outlets for supporting the War Criminal Putin!  FU Tucker Carlson
611,@MdmAbsentMinded Words of an idiot. News is shared across the world in seconds this isn’t World War II. Not by one or two news sources but from people actually there. #Ukrain was invaded by a criminal in office. #Putin will not win.
612,"BETWEEN 20,000 AND  RUSSIAN KILLED IN UKRAIN...YOU CALL THIS A PEACE KEEPING OPERATION? KILLING CIVILIANS IS THAT PEACE KEEPING? DEAR MR PUTIN STOP THIS WAR https://t.co/Z9tLo7gT7G"
613,"I don't want to hear any more about Russian war crimes. If you want to dismiss reports of Ukrain's own actions in this war because of some ""Putin = Hitler"" nonesense, you're intellectually & morally bankrupt.

Hell, forget Ukrain. What about our own actions?"
614,"Yes, because that really is the purpose of Putin; that would justify his actions; blaming Ukraine, and the West, and even all NATO Nations who supply War Logistics to Ukrain. https://t.co/qoOCUKKAJ0"
615,"@Jeffersonanew @AndyTuohyDesign @andersostlund 1rst Putin said:""Russia doesn't want war with NATO""
2nd NATO said:""We don't want direct confrontation with Russia ""
3rd Russia said: I will fight if NATO has to come in Ukrain
Zelensky bark at to the West: Give me weapons for all civilians 18-60 to fight. Is it right? Is Z NORMAL"
616,@LePapillonBlu2 He and Trump and T’s adult children should be flown to Russia and tell Putin personally to stop the war and not allowed back on plane until Putin retreats out of Ukrain and the coughs up money to rebuild Ukrain!
617,@LatestAnonPress @xxNB65 Its putin he sent everyone to war DONT HACK ME PLS ANNOYMUS I BEG U I SUPPORT UKRAIN
618,"@Acyn @5happygolucky (This post is afigment of my imagination, and should not be taken as truth.) 
We are all good friends. Putin and I worked out this war on Ukrain after they tattled on me for trying to exstort them for information on the Biden Crime Family."
619,"@Maskirovkaaaa War is fun for few corporation ,it's military complex money.
They together fucked up syria and iraq .
So no it's not putin alone it's pure wwe fix match .
Tomorrow it was afganistan ,syria today it's #ukrain ,tomorrow it would be some other european country."
620,"@elizifferblatt Can you please respond on wich side you are in this war? 
Putin act like the nazi’s did in WW2. 
So I assume that you your support Ukrain in this war?"
621,"@Gerashchenko_en R.I.P i cry with you Ukrain.
 I hope you can win this war with 🪆 Russia, Putin and everyone who supports this.
 We never forget #BuchaMasacre #Genocide"
622,@christogrozev @DalrympleWill @hrw Putin willbe tried one day for war crimes in Ukrain
623,"@ Twitter moments, I don't give a shit what Joe Biden has to say about the Ukrain/Russian war, give me info about the Ukrainian people who need their situation highlighted.
The fuck is Biden saying ""putin bad"" gonna do????"
624,"Biden demands war crimes trial for 'brutal' Putin in wake of Ukrain... (New York Post)

President Biden said Monday that Russian President Vladimir Putin should face trial for war ...

Add your highlights:
https://t.co/kBh0iFwREx
 #Europe #news #euro..."
625,Putin isn’t the only reason of instability in Ukrain but in a whole Europe is also as never believed in equality & imposed unwanted Cold War’s to remain in power. https://t.co/Omd7QXx9KR
626,"@EmineDzheppar It s a shame NATO still sitting on fenster. They can bomb Russian systems in Russia, those war ships and shut air space over Ukrain, without any WW3. Putin will then be finish, if he want WW3, no problem for me. I have one Mauser readdy. They work good in distanse 👌🚀"
627,"Has Aleksandr Vlasov taken a stand against #Putin, his illegal war on #Ukraina and the warcrimes committed by #Russian soldiers in #Ukrain ?

If not, what is he doing in de Tour Pays Basque? 

What's going on @BORAhansgrohe ???

@ehitzulia"
628,@Jordanfabian @ShelbyTalcott This will backfire spectacularly when they find out it was Zelensky’s troops that killed their own people who they considered “Saboteurs” & “Russian collaborators” as they have for years in the Ukrain only this time they’re trying to blame it on Putin. They’re all war criminals.
629,Dear @POTUS you can’t let Putin destroy #Ukrain as we stand by waiting for sanctions to create change. We need @NATO to step in and stop the war. #StopPutinNOW #PutinWarCrimes #SupportUkraine
630,"@NickAdamsinUSA #Putin is no more responsible for this so called #war in Ukrain as #trump is for the so called #insurrection of the #whitehouse in the United States 🇺🇸 of America. 🌎⚖️😅😬👀 I see, I see🤫"
631,"@BorisJohnson Boris Johnson, you should do a lot more than posting tweets. You knew that Russia was going to attack Ukrain but you let them feel that nobody will be involved to this war. Moreover, you assured Putin that this war will be between Ukraine and Russia."
632,"@prm_ua And know we see this war, if Ukrain belong to Nato, Putin whould never invaded"
633,"We are living through the terrible end of the fascist phase we've just lived through: 

Paul Whelan: beginning of the end for Putin https://t.co/9jmB8Tru5A…

Ukraine: Putin's war of unintended consequences https://t.co/9jmB8Tru5A…"
634,@CNN He also said Putin was savvy for the war in Ukrain! #TraitorTrump praises Putin. His choices to endorse are horrible!!
635,"Putin's other victims, the innocent captives in Ukrain zoos?  Ukrainians are terrorised by this asshole @KremlinRussia_E as they attempt to rescue animals.  ...@KremlinRussia_E a bunch of cowards!

Ukrainians try rescuing zoo animals amid war https://t.co/vtNqajnO1P via @YouTube"
636,"@anders_aslund In the past Zelensky wanted negociations to stop war / make Putin see reason.

That was impossible, negociations should now be about a complete russian surrender, maybe painted as : 
- Russia out of ukrain, 
- solid guarantees russia never attacks again
- some slack in exchange"
637,"@rotuts @lamplight22 @Basti24b @realGonzaloLira https://t.co/YLngVGVYEE

'But with this seemingly absurd rhetoric, Putin is laying the propaganda groundwork for the overthrow of Ukraine’s government.'

Again, the groundwork is that fools like you believe that Ukrain is a nazi state. But it is not."
638,"@BongMelz Me too here,this war was never about ukrain but mostly US,putin wanted to test his nuclear bombs again even those(some)mo SA they thought so.
Putin lost a plot"
639,"@AnonOpsSE If that's true, it's hideous. in this way they support Putin, who started the war with Ukrain 👎🫵"
640,"@bingeraeg @12Fan22 @habbo_bits @bingeraeeg @KyivIndependent Nah dude, I always accepted there's a war, just that I stand with Russia on that. Simple as that, you might have to remove first 3 stages and edit the 4th with ""Putin sent troops on a special operation and Ukrain should just surrender and work on peace talk""."
641,"@GeorgeTakei Shut up!!
He says: Putin genius Because of Biden Stupid. And Putin genius to abuse Biden Stupid and Make War to give Ukrain But 🖕"
642,"@cmgkarlsson @MarjattaBrandh1 @theomitsa When we fight in Winter War it is just the same what is happening in Ukrain just now.Russians did not win.And no one helped us. 
Sweden gave money and took our little kids to their homes.Took care of them for years 💓We were and we are an independant country. 
Putin go and f*ck"
643,"Putin War on Ukrain. NATO, G7; USA, UK, EU, the universe and Ukrain is waiting. Putin can't put the universe into 3rd World war. Civilised people and Nations need to act now. The Time is now."
644,"@RonFilipkowski Of course he doesn't want to talk about Ukrain after all it's their leader, Putin, doing the war crimes."
645,"⚡️Johnson: I will do everything in my power to starve Putin’s war machine.

Addressing Russia’s “despicable attacks against innocent civilians” in Bucha, Johnson said that Britain will step up sanctions against Russia, and bolster military and humanitarian support for Ukrain…"
646,@luckbeide001 @icareutoo @rhybo @business Im against war. Completly against war. Putin invaded Ukrain and to me he is a criminal. USA is guilty of many things but Putin is doing much much worse.
647,"@icareutoo And who is the butcher? What the hell are you talking about?! 
Putin was the agressor in Ukrain war! 

Are you crazy? What kind of information have you been given? Who is feeding you with this nonsense? Are you chinese?! How much do they pay you to spread disinformation?! Crazy!"
648,@davidmcw Chinese will be happy to supply the Russians with their needs. This war is making Russia a vassal state of China which is not in the interest of the west   The desire to make this a war of attrition to undermine putin is not in the interest of Ukrain or Europe
